freq,psd_x,psd_y,psd_z,psd_xyz
141.1,4.461e+03,2.652e+03,1.495e+03,8.609e+03
142.7,4.368e+03,2.418e+03,1.310e+03,8.096e+03
144.2,3.562e+03,2.048e+03,1.243e+03,6.853e+03
145.8,2.748e+03,1.699e+03,1.436e+03,5.883e+03
147.4,2.751e+03,1.553e+03,1.637e+03,5.941e+03
148.9,3.167e+03,1.806e+03,1.664e+03,6.637e+03
150.5,3.096e+03,2.798e+03,2.461e+03,8.355e+03
152.1,2.866e+03,3.417e+03,3.579e+03,9.862e+03
153.6,3.139e+03,3.221e+03,4.385e+03,1.074e+04
155.2,3.536e+03,2.911e+03,4.967e+03,1.141e+04
156.8,3.574e+03,2.871e+03,4.733e+03,1.118e+04
158.3,2.825e+03,3.763e+03,4.465e+03,1.105e+04
159.9,2.771e+03,5.152e+03,4.049e+03,1.197e+04
161.5,3.160e+03,6.132e+03,3.033e+03,1.232e+04
163.0,4.310e+03,6.220e+03,2.605e+03,1.313e+04
164.6,6.717e+03,5.518e+03,2.853e+03,1.509e+04
166.2,9.421e+03,4.712e+03,3.064e+03,1.720e+04
167.7,1.122e+04,4.423e+03,3.127e+03,1.877e+04
169.3,1.072e+04,4.117e+03,3.201e+03,1.804e+04
170.9,8.554e+03,4.055e+03,3.126e+03,1.573e+04
172.4,6.042e+03,3.659e+03,2.797e+03,1.250e+04
174.0,5.194e+03,3.106e+03,2.629e+03,1.093e+04
175.6,5.314e+03,3.098e+03,2.842e+03,1.125e+04
177.1,4.723e+03,3.357e+03,2.965e+03,1.105e+04
178.7,3.899e+03,3.819e+03,3.030e+03,1.075e+04
180.3,3.254e+03,4.126e+03,2.998e+03,1.038e+04
181.9,2.872e+03,4.206e+03,2.745e+03,9.823e+03
183.4,2.645e+03,4.062e+03,2.466e+03,9.172e+03
185.0,2.410e+03,3.843e+03,2.251e+03,8.503e+03
186.6,2.219e+03,4.040e+03,2.486e+03,8.745e+03
188.1,2.183e+03,4.003e+03,2.642e+03,8.828e+03
189.7,2.111e+03,3.895e+03,2.771e+03,8.777e+03
191.3,2.072e+03,4.183e+03,2.991e+03,9.246e+03
192.8,2.178e+03,4.831e+03,3.187e+03,1.020e+04
194.4,2.168e+03,5.439e+03,3.273e+03,1.088e+04
196.0,1.841e+03,5.069e+03,3.060e+03,9.970e+03
197.5,1.513e+03,5.062e+03,3.579e+03,1.016e+04
199.1,1.700e+03,5.810e+03,4.656e+03,1.217e+04
