freq,psd_x,psd_y,psd_z,psd_xyz
80.0,3.020e+04,8.131e+02,8.474e+02,3.186e+04
81.5,2.800e+04,7.396e+02,6.837e+02,2.942e+04
83.1,2.592e+04,5.947e+02,6.244e+02,2.714e+04
84.7,2.407e+04,5.878e+02,7.432e+02,2.540e+04
86.2,2.354e+04,6.648e+02,1.268e+03,2.547e+04
87.8,2.424e+04,8.539e+02,2.160e+03,2.725e+04
89.4,2.334e+04,9.812e+02,2.698e+03,2.702e+04
90.9,2.174e+04,9.405e+02,2.863e+03,2.554e+04
92.5,2.085e+04,1.077e+03,3.016e+03,2.495e+04
94.1,1.931e+04,1.229e+03,2.679e+03,2.322e+04
95.6,1.262e+04,1.377e+03,1.461e+03,1.546e+04
97.2,9.115e+03,1.732e+03,9.775e+02,1.182e+04
98.8,9.693e+03,3.508e+03,1.330e+03,1.453e+04
100.3,1.505e+04,6.103e+03,2.485e+03,2.364e+04
101.9,3.322e+04,8.011e+03,5.429e+03,4.666e+04
103.5,6.173e+04,8.904e+03,9.732e+03,8.037e+04
105.1,8.543e+04,7.467e+03,1.014e+04,1.030e+05
106.6,9.287e+04,4.733e+03,8.360e+03,1.060e+05
108.2,9.502e+04,2.731e+03,7.752e+03,1.055e+05
109.8,1.104e+05,2.664e+03,9.250e+03,1.223e+05
111.3,1.466e+05,3.726e+03,1.280e+04,1.631e+05
112.9,1.671e+05,2.632e+03,1.281e+04,1.825e+05
114.5,1.979e+05,1.864e+03,1.274e+04,2.125e+05
116.0,2.458e+05,2.227e+03,1.429e+04,2.623e+05
117.6,2.861e+05,2.482e+03,1.551e+04,3.041e+05
119.2,3.196e+05,2.211e+03,1.621e+04,3.380e+05
120.7,3.523e+05,2.211e+03,1.655e+04,3.710e+05
122.3,3.867e+05,2.647e+03,1.657e+04,4.059e+05
123.9,3.823e+05,3.114e+03,1.497e+04,4.004e+05
125.4,3.580e+05,3.575e+03,1.297e+04,3.746e+05
127.0,3.405e+05,4.353e+03,1.150e+04,3.564e+05
128.6,3.339e+05,5.594e+03,1.063e+04,3.501e+05
130.1,3.091e+05,6.624e+03,8.994e+03,3.247e+05
131.7,2.641e+05,6.956e+03,6.986e+03,2.780e+05
133.3,1.992e+05,6.291e+03,4.910e+03,2.104e+05
134.8,1.577e+05,5.816e+03,3.615e+03,1.671e+05
136.4,1.447e+05,6.070e+03,3.043e+03,1.538e+05
138.0,1.276e+05,6.388e+03,2.314e+03,1.363e+05
139.5,1.120e+05,6.918e+03,1.781e+03,1.207e+05
141.1,9.880e+04,7.704e+03,1.440e+03,1.079e+05
142.7,8.796e+04,8.645e+03,1.313e+03,9.792e+04
144.2,7.870e+04,8.937e+03,1.495e+03,8.913e+04
145.8,7.681e+04,9.008e+03,1.778e+03,8.759e+04
147.4,7.837e+04,1.004e+04,1.806e+03,9.022e+04
149.0,7.915e+04,1.224e+04,1.841e+03,9.323e+04
150.5,7.535e+04,1.456e+04,1.992e+03,9.190e+04
152.1,7.204e+04,1.666e+04,2.062e+03,9.077e+04
153.7,6.747e+04,1.720e+04,1.820e+03,8.649e+04
155.2,6.013e+04,1.639e+04,1.423e+03,7.794e+04
156.8,5.288e+04,1.672e+04,1.240e+03,7.084e+04
158.4,5.114e+04,1.989e+04,1.484e+03,7.252e+04
159.9,4.779e+04,2.056e+04,1.639e+03,6.999e+04
161.5,4.198e+04,2.043e+04,1.783e+03,6.420e+04
163.1,3.663e+04,2.074e+04,1.969e+03,5.934e+04
164.6,3.039e+04,1.989e+04,2.129e+03,5.241e+04
166.2,2.683e+04,1.855e+04,2.217e+03,4.760e+04
167.8,2.213e+04,1.692e+04,2.193e+03,4.124e+04
169.3,1.722e+04,1.344e+04,2.041e+03,3.271e+04
170.9,1.435e+04,1.027e+04,1.682e+03,2.630e+04
172.5,1.245e+04,9.677e+03,1.715e+03,2.384e+04
174.0,1.037e+04,8.774e+03,1.734e+03,2.088e+04
175.6,8.217e+03,7.635e+03,1.742e+03,1.759e+04
177.2,6.720e+03,6.444e+03,1.702e+03,1.487e+04
178.7,5.925e+03,5.077e+03,1.623e+03,1.262e+04
180.3,4.989e+03,3.832e+03,1.416e+03,1.024e+04
181.9,4.065e+03,2.944e+03,1.155e+03,8.164e+03
183.4,3.928e+03,3.389e+03,1.161e+03,8.479e+03
185.0,4.117e+03,4.665e+03,1.495e+03,1.028e+04
186.6,4.253e+03,5.523e+03,1.768e+03,1.154e+04
188.2,4.086e+03,5.648e+03,1.808e+03,1.154e+04
189.7,3.727e+03,5.299e+03,1.804e+03,1.083e+04
191.3,3.629e+03,4.802e+03,1.937e+03,1.037e+04
192.9,4.006e+03,4.673e+03,2.084e+03,1.076e+04
194.4,4.951e+03,4.614e+03,2.252e+03,1.182e+04
196.0,5.225e+03,4.456e+03,2.243e+03,1.192e+04
197.6,4.982e+03,4.085e+03,2.117e+03,1.118e+04
199.1,4.500e+03,3.594e+03,1.895e+03,9.989e+03
