freq,psd_x,psd_y,psd_z,psd_xyz
177.1,2.459e+03,2.853e+03,2.406e+03,7.718e+03
178.7,2.081e+03,3.180e+03,2.465e+03,7.726e+03
180.3,1.796e+03,3.507e+03,2.466e+03,7.769e+03
181.8,1.568e+03,3.614e+03,2.454e+03,7.636e+03
183.4,1.269e+03,3.540e+03,2.368e+03,7.177e+03
185.0,1.037e+03,3.598e+03,2.638e+03,7.273e+03
186.5,1.137e+03,4.015e+03,3.267e+03,8.420e+03
188.1,1.294e+03,3.905e+03,3.670e+03,8.869e+03
189.7,1.331e+03,3.654e+03,3.840e+03,8.824e+03
191.2,1.241e+03,3.688e+03,3.860e+03,8.790e+03
192.8,9.957e+02,4.206e+03,3.766e+03,8.968e+03
194.4,7.540e+02,4.858e+03,3.476e+03,9.088e+03
195.9,5.525e+02,4.276e+03,2.990e+03,7.818e+03
197.5,5.043e+02,4.697e+03,3.526e+03,8.727e+03
199.1,5.147e+02,6.241e+03,4.841e+03,1.160e+04
